Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     938/30346       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::rbegin() [520]
                0.00    0.00     938/30346       Optimizer::zeroGrad() [63]
                0.00    0.00     938/30346       SGDOptimizer::step() [17]
                0.00    0.00   10318/30346       Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}::operator()(std::shared_ptr<Node> const&) const <cycle 2> [88]
                0.00    0.00   17210/30346       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_realloc_append<std::shared_ptr<Node> const&>(std::shared_ptr<Node> const&) [102]
[244]    0.0    0.00    0.00   30346         std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::end() [244]
-----------------------------------------------
                0.00    0.00       2/29751       LinearLayer::parameters() const [151]
                0.00    0.00    1252/29751       MathOps::relu(std::shared_ptr<Node> const&) [64]
                0.00    0.00    2504/29751       MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [42]
                0.00    0.00    2504/29751       MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [57]
                0.00    0.00    6262/29751       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_S_check_init_len(unsigned long, std::allocator<std::shared_ptr<Node> > const&) [386]
                0.00    0.00   17227/29751       std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Vector_impl::~_Vector_impl() [278]
[245]    0.0    0.00    0.00   29751         std::__new_allocator<std::shared_ptr<Node> >::~__new_allocator() [245]
-----------------------------------------------
                0.00    0.00       2/29096       void std::_Construct<std::shared_ptr<Node>, std::shared_ptr<Node> >(std::shared_ptr<Node>*, std::shared_ptr<Node>&&) [163]
                0.00    0.00    5008/29096       MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::Matrix({lambda(Matrix const&)#1}&&) [467]
                0.00    0.00    5008/29096       MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::Matrix({lambda(Matrix const&)#1}&&) [469]
                0.00    0.00   19078/29096       void std::__relocate_object_a<std::shared_ptr<Node>, std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >(std::shared_ptr<Node>*, std::shared_ptr<Node>*, std::allocator<std::shared_ptr<Node> >&) [124]
[246]    0.0    0.00    0.00   29096         std::shared_ptr<Node>::shared_ptr(std::shared_ptr<Node>&&) [246]
                0.00    0.00   29096/32860       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>&&) [237]
-----------------------------------------------
                0.00    0.00       2/25989       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::forward_iterator_tag) [144]
                0.00    0.00    8760/25989       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_Guard_alloc::~_Guard_alloc() [284]
                0.00    0.00   17227/25989       std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::~_Vector_base() [279]
[247]    0.0    0.00    0.00   25989         std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_deallocate(std::shared_ptr<Node>*, unsigned long) [247]
                0.00    0.00   23474/23474       std::__new_allocator<std::shared_ptr<Node> >::deallocate(std::shared_ptr<Node>*, unsigned long) [253]
-----------------------------------------------
                0.00    0.00     938/25986       std::function<void (std::shared_ptr<Node> const&)>::function<Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}, void>(Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}&&) [530]
                0.00    0.00    1252/25986       std::function<void (Matrix const&)>::function<CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}, void>(CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}&&) [139]
                0.00    0.00    1252/25986       std::function<void (Matrix const&)>::function<MathOps::relu(std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}, void>(MathOps::relu(std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}&&) [140]
                0.00    0.00    2504/25986       std::function<void (Matrix const&)>::function<MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}, void>(MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}&&) [462]
                0.00    0.00    2504/25986       std::function<void (Matrix const&)>::function<MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}, void>(MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}&&) [463]
                0.00    0.00    7512/25986       std::function<void (Matrix const&)>::function(std::function<void (Matrix const&)>&&) [93]
                0.00    0.00   10024/25986       std::function<void (Matrix const&)>::function() [364]
[248]    0.0    0.00    0.00   25986         std::_Function_base::_Function_base() [248]
-----------------------------------------------
                               25048             std::function<void (Matrix const&)>::~function() <cycle 1> [250]
                0.00    0.00     938/83271       std::function<void (std::shared_ptr<Node> const&)>::~function() [531]
[249]    0.0    0.00    0.00   25986         std::_Function_base::~_Function_base() <cycle 1> [249]
                0.00    0.00     938/938         std::_Function_handler<void (std::shared_ptr<Node> const&), Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) [517]
                                2504             std::_Function_handler<void (Matrix const&), MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) <cycle 1> [461]
                                2504             std::_Function_handler<void (Matrix const&), MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) <cycle 1> [460]
                                1252             std::_Function_handler<void (Matrix const&), MathOps::relu(std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) <cycle 1> [492]
                                1252             std::_Function_handler<void (Matrix const&), CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}>::_M_manager(std::_Any_data&, std::_Any_data const&, std::_Manager_operation) <cycle 1> [491]
-----------------------------------------------
                               10024             Node::~Node() <cycle 1> [346]
                0.00    0.00    1252/83271       CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [58]
                0.00    0.00    1252/83271       MathOps::relu(std::shared_ptr<Node> const&) [64]
                0.00    0.00    2504/83271       MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [42]
                0.00    0.00    2504/83271       MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [57]
                0.00    0.00    7512/83271       std::function<void (Matrix const&)>::operator=(std::function<void (Matrix const&)>&&) [94]
[250]    0.0    0.00    0.00   25048         std::function<void (Matrix const&)>::~function() <cycle 1> [250]
                               25048             std::_Function_base::~_Function_base() <cycle 1> [249]
-----------------------------------------------
                0.00    0.00     938/24718       CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::operator()(Matrix const&) const [62]
                0.00    0.00    1252/24718       MathOps::relu(std::shared_ptr<Node> const&) [64]
                0.00    0.00    2504/24718       CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [58]
                0.00    0.00    2504/24718       Trainer::runEpoch(bool) [2]
                0.00    0.00    3752/24718       MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::operator()(Matrix const&) const [9]
                0.00    0.00    3752/24718       SGDOptimizer::step() [17]
                0.00    0.00    5008/24718       MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [42]
                0.00    0.00    5008/24718       MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [57]
[251]    0.0    0.00    0.00   24718         Node::value() const [251]
-----------------------------------------------
                0.00    0.00       2/23474       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::forward_iterator_tag) [144]
                0.00    0.00    6262/23474       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_range_initialize_n<std::shared_ptr<Node> const*, std::shared_ptr<Node> const*>(std::shared_ptr<Node> const*, std::shared_ptr<Node> const*, unsigned long) [129]
                0.00    0.00   17210/23474       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_realloc_append<std::shared_ptr<Node> const&>(std::shared_ptr<Node> const&) [102]
[252]    0.0    0.00    0.00   23474         std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_allocate(unsigned long) [252]
                0.00    0.00   23474/23474       std::__new_allocator<std::shared_ptr<Node> >::allocate(unsigned long, void const*) [254]
-----------------------------------------------
                0.00    0.00   23474/23474       std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_deallocate(std::shared_ptr<Node>*, unsigned long) [247]
[253]    0.0    0.00    0.00   23474         std::__new_allocator<std::shared_ptr<Node> >::deallocate(std::shared_ptr<Node>*, unsigned long) [253]
-----------------------------------------------
                0.00    0.00   23474/23474       std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_allocate(unsigned long) [252]
[254]    0.0    0.00    0.00   23474         std::__new_allocator<std::shared_ptr<Node> >::allocate(unsigned long, void const*) [254]
-----------------------------------------------
                0.00    0.00   22512/22512       bool std::operator==<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > > const&) [307]
